Nom,Ãge,NA,Cor,Cen,Drb,Apl,Agr,Fin,Ctn,Ctr,DÃ©t,Ins,Col,DÃ©c,Ãqu,CF,Acc,Pui,Pla,Phy,Vol,Vit,Agi,DÃ©t.1,Sgf,End,Crg,Ldr,Vis,Ant,TÃªt,Tir,T Lg,Mar,Pas,Pen,Tcl,Tec,NA_end
Juan Larios,21,135,8,13,14,10,12,7,12,12,15,12,15,13,15,9,16,10,12,12,15,16,16,6,12,12,12,10,12,12,10,8,7,13,14,7,13,14,135
Leo ÃstigÃ¥rd,25,153,6,8,9,8,17,6,15,12,16,11,13,14,14,6,13,16,14,15,17,15,12,14,13,15,17,13,12,14,18,6,12,16,11,8,15,12,153
Davide Calabria,28,147,6,12,11,14,14,8,14,12,16,6,16,13,14,7,14,13,13,14,16,14,15,9,14,14,14,15,12,13,11,11,14,14,13,10,16,12,148
Weston McKennie,26,143,7,13,12,14,17,12,10,12,17,12,15,11,16,7,14,15,11,18,16,14,14,14,14,15,17,13,11,14,16,10,15,10,13,8,15,12,143
Pierre Kalulu,25,150,6,13,11,13,13,8,15,13,15,7,16,13,15,5,14,14,14,14,14,16,13,12,13,15,13,12,13,14,12,8,13,15,12,8,15,13,150
Simon KjÃ¦r,36,131,4,6,4,5,15,4,16,11,20,4,18,14,15,11,7,14,17,14,14,8,7,15,18,8,17,18,12,15,15,4,7,16,14,12,15,11,130
Dodo,26,137,9,13,15,14,12,8,11,14,13,14,13,12,16,8,15,14,11,15,14,15,15,7,11,13,10,8,14,12,7,8,14,12,14,8,12,15,137
Malick Thiaw,23,155,5,8,11,9,14,7,15,12,16,8,12,14,15,6,14,14,14,16,13,14,12,16,14,14,15,14,12,14,14,7,13,14,13,10,16,12,162
MÃ¡rio Rui,34,134,13,16,10,13,13,6,16,13,15,12,15,14,14,12,14,9,13,15,16,14,12,6,13,12,15,9,13,14,8,11,12,14,14,6,15,14,125
Fabiano Parisi,24,152,10,14,16,14,12,9,13,13,16,6,13,15,15,11,16,12,14,13,14,16,16,8,12,14,14,12,15,14,7,10,9,12,15,6,14,14,153
Cristiano Biraghi,32,143,15,16,11,13,13,9,12,13,13,10,15,12,14,16,14,12,14,15,14,14,13,12,11,14,14,14,14,12,11,13,13,12,14,13,13,13,137
Nicola Zalewski,23,148,10,11,15,14,12,8,11,16,15,14,12,12,13,9,15,9,11,13,12,15,15,7,11,12,13,5,14,12,5,9,4,10,14,9,12,15,148
Rafael Toloi,34,130,7,8,10,11,17,7,13,12,15,9,14,14,12,6,10,13,13,15,16,12,9,13,13,11,15,14,11,16,14,6,11,16,13,7,15,13,125
Jhon LucumÃ­,27,135,4,11,12,12,15,7,13,11,13,13,14,14,15,5,13,14,15,15,14,13,12,13,12,13,14,14,12,14,12,6,11,13,14,9,14,12,135
Luca Pellegrini,26,146,10,14,13,16,17,7,14,14,14,13,14,12,15,5,15,13,14,14,16,15,15,10,13,13,14,10,13,14,11,10,12,13,13,6,14,14,146
Federico Gatti,27,144,4,7,8,9,14,10,14,12,17,8,16,13,13,7,12,16,13,14,16,14,12,15,15,14,16,12,10,16,15,8,8,15,12,7,15,11,146
Radu DrÄguÅin,23,153,6,12,10,11,14,6,13,14,14,11,12,13,15,6,15,16,15,14,13,14,15,14,12,16,13,13,12,14,15,7,11,16,15,6,15,13,153
Berat Djimsiti,32,141,5,7,8,7,13,5,14,10,15,6,15,13,13,4,11,16,14,15,14,12,12,16,13,14,17,11,10,15,15,5,5,16,11,4,15,12,139
Nordi Mukiele,27,142,7,13,12,9,14,6,12,13,15,8,15,12,15,6,14,14,13,16,14,15,13,15,13,14,17,9,12,15,13,6,13,14,13,9,15,13,143
Gianluca Mancini,29,146,5,9,10,10,19,10,16,12,18,8,18,13,12,5,12,14,15,16,16,13,12,15,15,15,13,15,11,15,16,6,6,14,13,6,15,12,144
Lucas MartÃ­nez Quarta,29,136,5,8,12,12,15,8,13,10,15,8,15,12,15,6,14,13,15,14,14,13,13,13,14,13,15,11,12,14,14,7,9,15,12,7,16,12,137
Alessandro Buongiorno,26,147,4,9,9,9,15,6,15,13,15,9,12,15,13,7,12,14,15,14,13,13,14,15,13,14,12,12,11,16,15,10,6,15,12,5,15,12,147
Ricardo RodrÃ­guez,32,138,13,14,10,11,11,8,13,13,14,10,14,14,14,14,13,12,14,17,12,12,13,12,13,12,14,12,12,15,14,12,16,13,13,13,14,13,131
Adam MaruÅ¡iÄ,32,142,4,12,9,14,15,11,12,12,16,13,16,13,14,4,14,14,15,15,16,15,12,13,13,14,16,8,11,12,8,13,4,15,12,11,12,12,137
Stefan Posch,28,138,4,12,12,12,14,9,14,11,12,5,16,13,17,5,13,15,12,14,11,15,12,15,16,16,14,10,11,14,14,9,12,13,12,9,14,11,140
Matteo Ruggeri,22,147,13,16,11,15,11,6,16,13,15,9,15,13,13,13,15,13,14,16,14,16,15,10,15,16,12,9,13,13,9,12,9,13,12,5,12,13,147
Rick Karsdorp,30,136,6,12,11,17,15,5,13,14,15,11,13,12,14,6,14,12,11,18,15,16,14,9,14,16,15,7,13,12,9,6,15,11,14,5,12,13,133
Yerry Mina,30,136,5,5,11,10,13,7,13,12,15,9,13,14,8,6,10,16,14,11,14,11,12,17,14,11,13,17,9,13,16,8,9,14,12,9,15,11,136
Jacob Rasmussen,28,132,6,5,9,7,15,6,14,13,15,8,14,15,15,5,10,15,14,11,15,12,11,15,14,12,17,15,13,13,13,5,5,14,13,4,14,12,131
Lorenzo Pirola,23,147,4,8,12,7,15,8,13,12,15,6,13,14,15,3,14,16,15,16,15,14,13,15,13,15,14,12,9,15,15,4,6,14,13,4,16,12,149
Manuel Lazzari,31,140,7,13,12,16,13,10,11,12,16,13,15,12,10,3,17,8,12,18,16,17,17,7,10,12,15,8,12,15,8,10,6,12,13,5,13,13,140
Perr Schuurs,25,145,7,9,8,10,10,7,15,11,16,9,12,13,13,14,12,14,14,14,13,13,12,15,13,14,12,12,13,16,15,15,7,15,13,10,14,13,149
Daniele Rugani,30,134,6,7,7,6,7,7,16,13,12,10,17,12,15,5,12,14,14,16,15,14,12,16,10,15,12,7,12,13,15,6,6,14,12,6,14,12,134
AarÃ³n,28,130,14,15,13,13,12,7,11,15,13,13,12,12,15,16,13,10,12,15,12,12,14,9,15,15,13,8,13,12,7,8,15,12,12,11,13,15,130
Davide Zappacosta,33,126,10,13,11,14,11,9,14,12,15,11,16,13,11,9,14,10,12,15,16,14,10,12,13,12,13,7,11,12,9,12,11,11,13,4,13,13,119
Zeki Ãelik,28,132,9,12,10,14,8,6,14,12,14,10,14,13,12,5,14,13,12,14,16,15,12,11,13,14,15,7,8,13,11,8,13,12,14,5,14,12,131
Zinho Vanheusden,25,135,9,9,10,10,11,10,14,11,15,13,14,14,12,12,11,13,14,13,14,11,12,14,14,12,14,15,12,13,14,8,4,15,13,11,14,12,135
Marash Kumbulla,25,130,5,7,8,5,8,9,11,10,12,7,14,11,12,5,9,15,14,15,15,13,9,16,11,13,13,6,9,14,17,5,13,16,12,6,15,12,130
Pablo Maffeo,27,140,6,13,13,13,15,7,11,11,17,13,14,11,15,7,16,12,13,15,17,14,15,8,11,15,16,10,10,12,9,11,12,13,12,8,15,13,139
Valentino Lazaro,29,132,12,13,12,13,13,9,9,14,12,15,11,11,12,11,15,10,9,13,13,14,15,9,11,12,8,7,12,12,9,11,9,11,13,10,12,14,133
Raoul Bellanova,25,134,8,14,14,13,11,8,11,13,15,10,10,13,12,5,16,12,12,15,12,16,14,12,12,14,14,8,11,13,11,6,10,12,12,5,10,12,134
Matteo Gabbia,25,138,4,7,8,9,13,6,15,13,14,5,14,13,15,7,14,15,14,14,13,13,13,14,14,14,12,10,11,13,13,7,10,14,14,8,14,13,138
Olivier Boscagli,27,140,10,13,10,13,10,9,14,15,14,9,14,12,16,14,14,12,14,13,15,14,12,14,14,15,13,11,13,13,12,8,5,12,13,8,13,14,140
Marin PongraÄiÄ,27,129,4,7,12,9,17,6,13,13,13,11,11,12,15,5,13,16,13,12,9,14,12,14,12,12,16,7,13,13,12,6,8,13,13,7,14,12,129
NicolÃ² Casale,27,148,4,3,5,8,13,6,15,13,15,8,14,13,14,4,12,16,16,14,14,14,12,14,13,15,13,11,12,17,15,5,5,15,13,5,16,13,148
Natan,24,140,5,10,10,11,10,8,15,13,13,8,14,14,13,5,14,14,14,14,13,13,13,14,14,14,14,9,12,14,14,5,10,15,13,8,14,12,141
Norbert GyÃ¶mbÃ©r,33,126,3,7,10,3,14,4,13,10,17,5,15,13,13,3,15,13,13,12,16,15,13,14,12,15,13,11,5,15,13,6,10,13,10,5,16,9,121
Mattia Bani,31,128,6,9,8,10,14,9,13,12,12,8,14,13,13,7,12,15,13,15,13,13,11,14,12,13,13,12,9,14,15,10,10,14,12,8,14,12,127
Mitchel Bakker,25,129,11,11,12,14,15,9,10,12,12,10,12,11,15,12,14,14,12,15,14,16,12,13,12,14,14,8,11,13,12,10,13,12,12,8,13,11,128
Johan Felipe VÃ¡squez,26,127,3,8,10,9,14,9,14,11,13,8,12,13,14,5,14,12,14,15,14,13,13,12,14,14,13,10,10,15,14,10,10,14,12,8,14,12,127
MatÃ­as ViÃ±a,27,128,7,10,13,13,14,9,10,12,15,10,15,10,12,5,15,11,11,14,15,14,15,11,12,14,15,8,9,10,10,11,12,10,12,5,13,12,128
Adam Obert,22,138,9,12,9,10,10,7,14,11,15,8,12,13,14,9,14,13,16,12,13,13,13,14,13,14,14,9,13,14,13,8,9,14,13,8,13,12,138
Andrea Cambiaso,25,135,5,12,13,12,12,8,13,12,13,11,14,9,12,4,15,10,11,13,14,15,14,11,10,14,15,6,11,13,7,9,11,10,13,5,13,12,136
Ghislain Konan,29,128,11,14,11,12,12,6,10,11,14,11,13,12,12,10,15,13,11,12,15,15,14,9,11,15,13,8,10,11,9,9,12,11,12,9,13,12,128
Giorgos Kyriakopoulos,29,130,12,12,12,14,14,10,10,13,15,12,13,12,14,11,14,12,12,13,14,14,13,11,10,14,15,10,12,12,8,10,12,11,13,8,13,13,129
Brandon Soppy,23,147,7,13,12,12,14,6,12,12,14,13,14,12,14,5,16,15,12,15,13,16,16,11,12,16,14,9,11,11,10,9,11,11,11,7,10,11,149
Davide Faraoni,33,124,10,14,10,16,14,10,14,12,14,9,14,13,13,7,13,10,14,14,16,13,11,11,13,12,15,13,12,14,13,9,11,13,11,7,12,13,113
Petar StojanoviÄ,29,116,8,12,10,12,18,6,10,10,15,10,16,9,13,4,14,14,11,16,17,14,12,11,11,14,13,9,11,11,10,12,15,10,12,8,15,10,116
Pasquale Mazzocchi,29,130,12,14,15,13,13,7,12,13,16,13,9,11,11,12,15,11,9,13,16,14,15,6,12,14,13,15,9,12,5,11,10,8,12,7,13,13,130
Marcus Holmgren Pedersen,25,137,8,13,13,10,14,7,11,12,13,12,15,12,9,9,16,9,12,16,15,17,15,12,10,15,14,8,10,11,7,9,10,12,13,8,13,13,137
Emanuel Aiwu,24,142,6,8,10,10,14,6,12,12,16,9,14,13,14,7,15,16,14,15,14,15,14,15,12,15,12,9,11,14,15,9,10,14,10,8,14,11,142
Alessandro Circati,21,136,7,10,10,13,14,10,15,10,14,11,12,13,13,6,13,12,15,14,13,12,14,15,15,15,13,13,11,15,14,10,13,14,11,8,13,11,135
Gabriele Zappa,25,135,7,13,11,12,11,10,13,12,13,11,14,13,13,7,14,13,14,13,14,13,14,14,13,14,11,10,11,13,10,13,11,12,12,7,13,12,135
Yordan Osorio,31,122,2,7,9,7,14,5,12,14,13,8,15,13,13,6,11,13,14,14,15,12,12,13,12,14,12,12,8,13,13,4,10,14,12,4,12,13,116
Riccardo Calafiori,23,128,7,13,13,12,15,8,13,13,14,13,14,13,14,7,13,14,13,12,14,14,11,13,14,12,11,7,12,15,12,13,11,12,12,7,14,14,128
Martin ErliÄ,27,135,4,6,9,8,14,7,14,11,15,12,13,13,14,6,12,14,14,13,14,14,12,15,13,15,14,13,11,14,14,8,13,13,14,8,13,11,136
Mohamed Fares,29,121,10,13,11,13,10,10,10,12,13,15,12,10,11,7,14,12,12,12,12,14,13,10,10,12,12,8,11,12,14,9,5,10,12,12,12,13,119
Pantelis Hatzidiakos,28,127,5,6,10,11,14,6,14,13,16,10,16,10,14,5,13,13,15,15,15,13,13,14,13,15,13,14,12,13,12,5,6,12,11,7,13,12,127
Carlos Augusto,26,147,10,14,13,16,14,12,13,14,12,13,14,15,10,10,15,12,12,9,15,15,14,12,14,14,16,9,13,15,12,13,12,12,14,9,13,14,147
Sam Beukema,26,145,4,10,8,10,15,8,14,11,15,9,14,14,14,12,13,14,14,14,17,15,13,16,14,13,14,15,10,14,16,8,8,14,13,11,15,11,145
Yann Aurel Bisseck,24,132,4,9,10,12,10,7,10,10,14,11,13,13,13,4,11,16,15,15,13,14,11,17,13,12,15,10,9,13,14,13,11,13,11,5,15,12,132
Alejandro FrancÃ©s,22,141,5,10,9,10,11,6,14,12,15,10,13,13,13,6,14,13,14,13,14,14,14,12,13,15,12,13,13,15,14,8,11,15,12,4,14,12,141
Nicola Murru,30,123,4,10,9,12,16,4,13,12,10,4,15,13,13,4,13,12,15,15,15,13,13,8,12,15,15,10,9,13,12,4,12,12,12,7,12,12,123
Martin VitÃ­k,22,127,9,10,9,12,13,10,12,12,13,14,12,10,12,10,15,16,14,12,11,13,12,16,11,13,12,14,15,14,15,13,4,12,12,4,13,11,129
JosÃ© CÃ³rdoba,24,125,8,9,10,8,14,7,12,10,15,6,16,11,13,9,12,16,13,17,13,15,10,15,11,14,15,12,10,13,12,10,13,11,12,11,15,11,125
Tommaso Augello,30,127,9,15,11,15,10,9,11,13,13,10,17,10,12,4,13,14,12,16,17,14,13,9,11,15,12,6,12,13,6,11,16,13,13,6,13,13,126
Lorenzo Venuti,30,126,8,11,11,11,13,6,11,12,14,7,16,11,12,7,14,13,13,11,16,14,13,10,12,14,12,8,11,10,10,9,10,12,12,9,13,12,123
Peru Nolaskoain,26,130,7,7,13,8,11,10,12,13,13,9,14,12,9,7,12,14,12,14,14,14,15,13,12,13,12,12,13,13,14,12,7,13,13,8,14,13,129
Matteo Lovato,25,137,4,6,11,7,14,6,13,12,14,6,14,13,15,5,13,15,15,15,14,13,12,15,14,15,12,11,10,14,15,5,10,13,12,6,15,12,139
JoaquÃ­n Sosa,23,119,6,12,11,12,14,9,11,12,13,11,14,9,13,10,12,13,12,14,14,13,13,14,10,13,16,11,12,13,15,9,14,12,12,9,14,12,119
Stefano Sabelli,32,120,5,14,11,11,15,10,13,12,13,10,13,12,11,6,13,8,13,13,15,13,13,10,13,12,14,13,11,13,13,9,12,14,12,6,14,12,111
Andrea Carboni,24,126,4,7,8,7,11,7,13,9,14,9,13,12,12,5,13,14,14,11,13,12,13,15,13,13,13,13,12,13,15,5,8,13,9,5,14,9,126
Flavius Daniliuc,24,130,6,8,12,8,16,6,11,12,15,8,16,12,14,5,13,15,13,16,15,13,11,14,10,15,15,7,11,13,14,7,11,13,13,7,15,13,130
Ryan Flamingo,22,128,4,5,8,7,12,10,15,12,15,6,12,11,13,7,13,14,15,14,14,13,13,15,12,14,12,10,10,12,14,6,7,14,12,8,12,11,128
Lukas MÃ¼hl,28,124,5,6,7,6,9,6,12,10,10,6,14,12,11,5,10,15,13,12,12,13,11,14,11,13,14,13,9,13,13,7,9,14,11,7,14,9,124
Luca Ranieri,26,143,4,11,12,14,14,7,14,12,14,11,14,15,13,7,14,13,15,14,15,14,13,13,14,14,13,11,12,15,14,6,11,15,12,7,14,12,144
Josema SÃ¡nchez,29,121,6,10,7,6,12,6,10,12,14,9,12,12,13,6,13,15,12,13,12,14,13,13,11,14,13,8,11,13,13,7,7,15,12,8,15,11,121
Kingsley Ehizibue,30,123,8,12,11,13,12,10,8,10,12,10,12,10,13,7,16,12,12,16,15,17,13,15,9,14,12,9,9,8,10,7,14,12,11,8,13,11,123
Lautaro Valenti,26,120,5,10,11,7,16,7,8,10,15,13,13,11,11,8,13,15,12,16,13,13,11,16,13,14,13,10,10,13,13,12,7,13,12,9,14,10,120
David JuncÃ,31,110,11,15,11,13,10,7,9,11,3,11,13,12,12,6,13,8,11,12,13,12,12,8,10,12,10,7,11,13,7,8,13,11,13,6,11,14,101
Kelvin Amian,27,128,10,11,10,13,14,6,13,13,12,10,13,12,14,3,13,13,12,16,13,13,13,10,14,14,13,12,12,14,14,10,13,15,12,5,13,12,128
Ibrahima Sory Sankhon,29,115,13,12,10,14,11,10,12,11,12,12,10,11,12,12,12,12,11,14,11,12,12,9,12,14,11,11,8,12,9,13,10,11,11,13,10,12,113
Finnur TÃ³mas PÃ¡lmason,24,110,5,3,3,8,10,7,7,10,13,5,8,14,10,1,12,8,12,11,10,13,15,14,10,9,11,11,9,14,9,7,2,15,10,2,15,8,110
Caleb Okoli,23,133,7,7,10,6,14,6,12,10,14,7,13,11,13,6,14,16,13,16,15,15,13,15,13,16,14,13,8,13,14,6,9,14,9,7,15,10,134
Valentin Gendrey,25,141,7,14,12,15,11,5,15,14,13,8,14,12,13,6,15,13,15,13,14,14,15,8,13,14,10,9,13,15,10,9,12,13,13,8,14,13,141
Rav van den Berg,21,132,9,9,12,10,7,8,14,14,13,10,12,12,17,11,14,15,14,12,14,13,13,14,14,12,12,11,9,13,13,10,7,12,13,10,14,11,133
Gianluca Di Chiara,31,120,12,12,14,14,9,7,11,12,14,11,12,12,12,11,15,11,12,15,12,15,13,12,11,13,12,10,11,11,6,7,11,13,13,4,13,12,118
Enrico Delprato,25,128,10,12,11,12,13,9,15,12,14,10,12,13,13,9,13,12,14,13,12,14,13,12,14,13,14,14,12,12,11,9,11,13,14,9,13,11,132
JosÃ© Matos,30,118,8,14,11,9,14,7,11,8,12,9,13,10,10,10,13,14,11,16,14,14,13,7,11,14,8,10,9,13,9,10,9,11,11,7,13,13,120
Antonino Gallo,25,139,9,14,13,14,13,7,13,14,14,12,13,13,12,9,15,12,13,14,12,14,16,11,11,15,11,13,13,14,10,10,13,12,13,7,14,13,139
Saba Sazonov,23,119,6,5,8,6,13,6,13,7,15,11,13,12,15,6,12,14,11,16,13,14,9,15,13,13,15,14,7,12,15,9,8,13,8,7,13,8,119
Alessandro Vogliacco,26,121,8,9,10,11,12,9,13,11,13,8,12,13,10,9,12,13,13,12,11,13,11,13,12,14,12,10,11,13,14,7,11,13,11,9,14,12,121
Giuseppe Cuomo,27,109,7,7,7,6,10,7,12,8,12,7,12,12,11,7,10,14,12,12,12,11,11,17,11,15,13,9,6,13,13,8,9,12,9,6,13,9,109
Paolo Gozzi,24,122,4,9,9,8,13,6,12,11,14,8,12,12,14,5,14,15,13,16,12,14,12,14,12,12,11,13,12,14,14,6,5,14,13,4,13,10,122
Bruno Amione,23,128,5,7,8,7,16,6,13,11,14,9,13,12,14,6,12,15,13,15,15,13,12,14,11,12,14,9,10,14,13,5,6,14,10,6,14,12,128
PrzemysÅaw WiÅniewski,26,124,4,6,5,5,14,5,14,10,16,9,10,13,13,4,12,14,13,12,12,10,11,15,13,12,13,13,5,14,14,4,10,14,10,5,14,8,124
Josh Doig,23,134,7,14,12,14,12,10,9,11,15,12,15,13,12,4,15,13,13,14,15,16,13,16,12,13,13,5,13,12,11,11,9,11,12,6,13,12,137
Gabriele Ferrarini,25,113,7,13,12,13,11,4,12,12,12,8,12,11,12,6,14,11,11,12,13,14,14,9,10,12,12,8,11,12,7,4,11,9,12,6,12,12,113
AndrÃ©s Salazar,22,126,11,14,12,12,11,8,12,12,13,11,12,13,13,7,13,13,14,13,13,13,14,12,12,14,12,3,12,13,10,11,12,11,13,5,11,13,126
Woyo Coulibaly,26,122,6,12,11,13,14,8,12,11,12,8,12,12,13,6,13,13,11,12,11,14,12,11,12,14,12,7,11,13,7,8,11,12,11,7,12,12,122
Alberto Dossena,26,133,5,6,7,7,12,6,15,9,14,8,14,14,15,4,11,14,15,15,14,11,13,16,13,14,12,8,11,13,14,6,8,14,8,7,14,12,133
Paulo Azzi,30,119,7,13,15,13,11,10,11,12,13,14,13,11,12,7,14,12,9,12,13,15,12,11,10,13,10,8,12,11,7,10,8,6,11,7,9,13,119
Federico Baschirotto,28,133,6,13,9,10,15,13,13,10,14,8,13,13,12,7,12,17,13,15,13,12,13,14,10,13,11,13,11,15,16,9,13,14,10,6,13,9,133
Christian Dalle Mura,23,111,4,5,5,5,13,4,13,6,14,8,12,13,15,4,11,14,13,14,14,12,10,16,12,15,11,6,8,11,13,5,8,14,12,7,14,9,111
Marco Pellegrino,22,123,4,11,12,11,11,8,13,11,12,8,13,12,11,7,13,14,14,12,12,12,12,13,12,12,13,9,12,13,13,4,9,15,13,6,14,12,124
Andrei MoÅ£oc,23,104,4,6,7,9,12,5,11,11,15,7,12,11,13,5,11,12,13,13,11,13,12,16,11,13,12,12,9,10,14,4,5,12,11,6,12,9,106
Alessandro Filigheddu,16,78,5,7,9,7,14,6,12,8,15,6,10,9,11,3,12,11,12,9,12,9,9,12,8,12,11,9,8,10,10,5,4,10,12,7,13,11,93
Vasilis Zagaritis,24,121,10,13,13,13,13,8,12,12,15,9,14,13,14,9,14,11,10,14,15,14,14,10,12,14,12,7,11,14,10,8,11,10,11,10,13,12,121
Ruan,26,126,6,6,10,6,15,6,9,10,16,5,14,12,12,10,14,14,13,14,14,16,14,15,10,14,17,11,8,13,14,9,10,13,10,5,15,10,127
Tommaso Corazza,21,114,7,12,11,11,14,10,10,8,13,10,13,10,13,10,15,8,10,12,14,15,13,7,10,12,7,6,9,12,6,11,11,10,11,5,10,10,114
Filippo Terracciano,22,125,4,12,12,13,11,7,13,9,14,7,12,11,13,5,13,11,12,12,12,15,12,12,10,14,13,7,10,13,11,8,10,12,13,5,12,12,125
Marco Curto,26,118,7,7,8,9,13,7,15,11,11,4,12,13,14,7,11,14,12,14,12,12,12,13,12,14,12,11,12,13,12,7,7,12,12,7,12,11,118
NiccolÃ² Pierozzi,23,121,7,12,12,13,12,9,10,11,14,7,10,13,11,5,14,12,12,13,10,15,12,10,10,12,12,7,9,15,4,7,6,12,12,7,12,11,122
Botond Balogh,23,108,5,5,7,7,11,5,12,10,13,9,13,11,13,6,13,13,11,10,13,12,12,15,9,11,15,9,8,14,13,6,5,13,11,5,13,11,108
Andrea Giorgini,23,128,9,9,10,10,12,8,13,11,10,5,11,12,15,8,13,15,13,15,11,12,12,14,13,13,12,12,12,13,12,12,10,14,11,12,12,11,134
Tomas Galvez,20,89,5,10,3,9,10,4,12,9,5,9,14,12,15,2,14,7,10,9,13,12,10,2,10,10,10,10,12,9,9,7,8,10,10,6,15,12,90
Simone Davi,25,115,10,13,12,12,12,8,12,13,9,9,13,13,11,6,13,13,12,9,12,13,12,11,11,13,10,10,11,14,14,10,15,12,11,5,12,12,115
Patrick Dorgu,20,125,8,13,12,15,12,11,14,14,13,12,12,11,12,9,14,13,10,13,13,14,16,11,9,12,9,7,11,13,10,8,6,6,13,10,8,14,125
Filippo Missori,21,117,4,12,14,12,14,4,11,13,15,12,12,11,13,4,14,12,12,15,15,14,14,9,11,13,13,6,11,12,8,5,9,11,13,5,12,13,118
Franco Carboni,22,117,7,13,11,11,13,9,11,12,11,7,12,12,12,4,14,13,11,14,11,14,13,13,11,14,11,7,12,14,10,9,8,11,11,6,12,11,117
Brayan Boci,21,110,6,12,9,11,10,8,14,11,11,5,14,12,13,5,13,11,13,12,14,13,12,12,12,11,12,10,9,11,13,7,9,12,11,7,13,11,110
Yeferson Paz,23,113,8,12,13,13,11,7,13,12,12,14,10,12,13,7,13,11,12,13,12,14,13,8,11,12,12,10,10,13,9,10,8,10,12,9,11,13,113
Gabriele Guarino,21,107,4,4,6,8,12,6,14,10,11,7,8,12,13,2,12,12,14,15,9,12,12,13,11,12,14,10,11,14,12,4,9,13,10,4,13,10,107
Andrei CoubiÅ,21,97,1,5,5,7,14,2,9,5,13,6,10,10,13,8,9,16,11,15,8,14,9,15,10,11,12,9,6,12,12,4,13,12,6,10,12,7,97
Luca Gagliano,16,70,3,7,9,8,8,4,8,7,14,10,10,10,15,3,11,7,7,7,14,12,11,10,6,13,8,1,9,10,3,5,4,8,6,3,6,12,80
Fabio Ponsi,24,108,7,12,11,13,11,8,10,11,10,6,12,10,10,8,12,10,10,11,11,13,12,13,10,12,12,8,12,11,11,7,12,9,12,7,11,12,108
Daniele Ghilardi,22,118,5,10,7,12,12,6,13,11,7,12,13,12,13,5,10,13,13,12,13,13,11,15,13,10,11,11,12,11,13,11,10,14,10,5,13,11,118
Stefano Reali,22,107,7,11,11,10,10,9,11,11,14,10,9,12,12,8,11,12,11,10,12,11,11,11,10,11,11,11,10,12,13,9,11,12,10,7,10,11,107
Riccardo Stivanello,21,93,2,7,7,9,12,5,10,8,11,5,10,9,12,3,11,13,12,14,11,11,11,14,10,12,9,9,7,10,13,4,11,12,11,4,11,8,93
Cristian Shiba,24,99,9,10,9,8,11,7,12,8,10,5,11,11,12,7,12,13,13,12,12,12,12,13,10,12,9,5,7,11,11,9,12,12,11,7,12,8,99
Stefano Piccinini,22,101,8,8,8,7,13,7,13,12,14,4,13,11,12,6,11,10,12,10,12,11,12,11,11,12,12,10,10,12,11,6,6,13,11,4,12,12,101
Romano Floriani Mussolini,22,96,5,11,10,10,11,5,14,9,15,8,9,12,10,3,12,10,12,12,13,14,12,15,11,11,12,9,10,7,10,8,14,9,8,5,11,10,96
Andrea Vecchierelli,17,102,7,9,7,7,7,8,10,12,16,7,12,14,9,3,12,10,9,10,13,11,10,10,9,13,9,15,11,11,9,9,8,11,16,6,9,16,116
Fausto Regazzoni,17,70,4,7,5,7,10,3,8,8,17,4,10,7,12,2,11,10,8,12,6,12,12,12,9,10,18,15,7,10,7,5,5,8,8,4,11,10,78
Davide Bartesaghi,19,118,8,12,10,12,12,6,14,12,14,7,13,12,13,7,12,13,13,14,11,14,13,15,11,12,11,9,11,13,13,9,10,13,12,8,11,13,118
Jan Oliveras,21,90,6,11,12,10,11,7,8,12,15,13,10,11,9,4,12,9,11,14,10,12,15,6,9,13,12,6,9,10,7,6,8,9,11,3,10,12,90
KÃ©vin Mercier,21,91,2,8,7,11,11,6,12,7,14,10,10,9,14,3,12,14,11,15,9,13,13,10,10,12,11,9,9,11,8,5,6,12,9,3,11,10,91
Faroukou CissÃ©,21,96,2,8,5,8,7,4,11,10,15,5,9,9,12,4,12,12,12,12,13,12,13,11,10,13,8,7,8,12,10,4,8,10,12,8,13,8,96
Fabio Andrea Ruggeri,20,91,4,2,5,8,15,2,14,8,5,5,7,14,10,1,10,4,14,13,8,14,14,5,9,7,9,1,8,12,14,6,2,15,9,3,12,6,92
Lorenzo Duci,16,72,5,8,5,5,13,3,9,10,10,4,9,9,11,2,11,9,10,13,8,12,13,6,7,14,13,7,7,13,6,2,6,7,9,5,9,9,86
Francesco Roveda,16,74,6,10,7,6,8,6,8,10,18,4,12,7,13,7,12,8,6,12,11,10,11,6,7,8,16,4,7,8,5,6,7,7,6,4,6,14,92
Stefano Bifulco,16,76,7,12,3,7,4,4,8,9,12,6,16,12,8,4,13,7,10,14,14,10,9,7,8,12,10,10,8,8,6,4,6,9,8,5,9,14,89
Alessandro Silvestro,22,85,5,10,9,10,11,7,12,10,9,4,12,12,12,5,12,9,11,11,9,12,10,12,9,11,13,6,6,11,12,6,13,10,11,7,10,10,85
Gennaro Bonofiglio,15,56,4,5,3,5,12,3,6,6,15,3,6,9,13,7,8,8,8,9,6,9,8,13,11,9,16,9,7,10,12,2,7,8,8,3,10,8,77
Aleksandar StankoviÄ,19,99,11,8,7,12,11,9,10,10,8,5,11,10,12,11,11,11,13,13,12,10,10,11,10,12,11,11,13,10,10,13,3,12,12,12,12,9,102
